,cid,text,time,author,channel,votes,photo,heart
534,UgykTy2lHvExNzs0pRJ4AaABAg,Super subscribe,3 days ago,Sdp Harish,UCVzo1wvAIctRGTxisdIrTaw,0,https://yt3.ggpht.com/yGYK54woEZ86dwOc4rSczNzKaRxzMfxWaorYBr73dwAGDhIegt_5CIqVhu1kykI6-jc6bNjopQ=s176-c-k-c0x00ffffff-no-rj,False
535,UgxK_-xyrvou6ImPZIt4AaABAg,👍👍 You,3 days ago,YamunaYamuna Yamuna,UC6UmByL8FTTrRxQS_zWs2fg,0,https://yt3.ggpht.com/ytc/AAUvwnj5WB5QrGq7jxtn45ECmr4FGW2UlNiZ0eGysw=s176-c-k-c0x00ffffff-no-rj,False
536,UgwUzknIOJCREkalgvR4AaABAg,Super,3 days ago,Clara Charles,UCqCVybV0d_tF-lDtv0IBtJQ,1,https://yt3.ggpht.com/ytc/AAUvwniFmQtx2DPc8FcSonSh0De30wrAehbzrMd63A=s176-c-k-c0x00ffffff-no-rj,False
537,UgxvNL7sdU3afL8xLmp4AaABAg,மாஸ் படம்,3 days ago,VMBOOPATHI Raja,UCMxAbqylzPbH8vUVBZ1CrTQ,0,https://yt3.ggpht.com/ytc/AAUvwng6gTpPbxCofoQRvoBYRbQ_nQNYqz3hUWprMQ=s176-c-k-c0x00ffffff-no-rj,False
538,UgxRobW6MeAKuNNWYsR4AaABAg,Hgf,3 days ago,Iceberg is my name,UC7q0AceRBKW0uZlC_UsBd5A,0,https://yt3.ggpht.com/ytc/AAUvwnicFnNofeiJWn1sepDXXTJgHWHkg5-4MLSOr1s=s176-c-k-c0x00ffffff-no-rj,False
539,UgzXigMsT8CqXvsbHRd4AaABAg,కవచ కుండలాలు లేని కర్నుని కథ,3 days ago,pradeep chukka,UCkC5bEQS91b-q888yRZXw1Q,1,https://yt3.ggpht.com/ytc/AAUvwniHYjCH5Kr6P4Zx2KtOLxD3WIoipzkCw7PCD5sDPtk=s176-c-k-c0x00ffffff-no-rj,False
540,Ugz5o61wK0rBbUB-pvN4AaABAg,Being a Telugu I like Tamil creativity...,3 days ago,Rishit Kumar,UCBWQECljoef6I4k8IewE5qw,3,https://yt3.ggpht.com/ytc/AAUvwnjk9D-pTAvhDWdaKh0y3GKUceZqn4wJ6RmsiFPu=s176-c-k-c0x00ffffff-no-rj,False
541,Ugy7OwdwE0IZU6J0TrV4AaABAg.9N6Ds5Q9ynV9NEWTn88c9y,Unaku Silra illa....,6 hours ago,nithish Kutty,UCgarA4t6h_QnSQe4VuBhCOw,0,https://yt3.ggpht.com/ytc/AAUvwnjhXmYNr-OHRuuiMYRl0VW4MqBT7riClUkcxT8=s176-c-k-c0x00ffffff-no-rj,False
542,Ugz5o61wK0rBbUB-pvN4AaABAg.9N6w8m87rlQ9NEZegUcYc2, @Rishit Kumar  thanks,5 hours ago,Alan Walker creations,UC0eKh5FKKxh7zS4yb4B0GmA,0,https://yt3.ggpht.com/ytc/AAUvwnixaFSFmupdASe7PsrT_HLoES0hT12Beb94iuJl8A=s176-c-k-c0x00ffffff-no-rj,False
543,Ugz5o61wK0rBbUB-pvN4AaABAg.9N6w8m87rlQ9NEXD4JXltU, @Alan Walker creations  ya bro very much as an actor,5 hours ago,Rishit Kumar,UCBWQECljoef6I4k8IewE5qw,0,https://yt3.ggpht.com/ytc/AAUvwnjk9D-pTAvhDWdaKh0y3GKUceZqn4wJ6RmsiFPu=s176-c-k-c0x00ffffff-no-rj,False
544,Ugz5o61wK0rBbUB-pvN4AaABAg.9N6w8m87rlQ9NDkweRFKWk, @Rishit Kumar  do u like dhanush,13 hours ago,Alan Walker creations,UC0eKh5FKKxh7zS4yb4B0GmA,0,https://yt3.ggpht.com/ytc/AAUvwnixaFSFmupdASe7PsrT_HLoES0hT12Beb94iuJl8A=s176-c-k-c0x00ffffff-no-rj,False
545,Ugz5o61wK0rBbUB-pvN4AaABAg.9N6w8m87rlQ9N7VQym6AzS, @Prakash Raj  me bro,2 days ago,Rishit Kumar,UCBWQECljoef6I4k8IewE5qw,0,https://yt3.ggpht.com/ytc/AAUvwnjk9D-pTAvhDWdaKh0y3GKUceZqn4wJ6RmsiFPu=s176-c-k-c0x00ffffff-no-rj,False
546,Ugz5o61wK0rBbUB-pvN4AaABAg.9N6w8m87rlQ9N7UbbL1nfn,Who is telugu,2 days ago,Prakash Raj,UCzEERDhR6ex7RgUXQ-6X9NQ,0,https://yt3.ggpht.com/ytc/AAUvwngGMV9QsKtm2PRDcB85TWVEFqx_us5hTUHuNoPHrQ=s176-c-k-c0x00ffffff-no-rj,False
547,UgxswUAl0qb4vEFdqOV4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
548,UgzHxwjnzkW-tJ7OvdZ4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
549,UgxCwhIzCRIZAYEySy54AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
550,Ugxz0KDnTH5xbPZs0Gp4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
551,UgwoYNyElQiqqX0CuuF4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
552,UgypRPkPMrBi6BxEPKx4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
553,UgwSiNkDA_i9P39UFMt4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
554,UgyKHnsXKzCZYIbH3ud4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
555,UgxNDDkvHcVHZunFmkJ4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
556,UgyA4Zr545OxGJzhdWp4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
557,UgwrN6jnO_Y8Dnn-edR4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
558,UgxzkWmvljjeivWLSth4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
559,Ugx9OuYfUnpGzx8q0qR4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
560,UgyL1RMIs2k2HpecPf14AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
561,UgwD5r8CTR3FuQWB0EF4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
562,UgxIOzCv3CLfbmhN0CF4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
563,UgwlAQxdmMB4jsNu0gN4AaABAg,AL MSN,4 days ago,Selvam Selvam,UC6EL5h1pBVopuTf36pWj6qg,0,https://yt3.ggpht.com/ytc/AAUvwnim91zQz8VBNZu2RXsx8o59VsDH2W5-KtJf_Q=s176-c-k-c0x00ffffff-no-rj,False
564,UgyJa8xQEZ3XdCm98kN4AaABAg,இந்த பாடலை கேட்டு என்னுடைய நாடி நரம்பெல்லாம் துடித்தெழும்பியது...... 🔥💥💥,3 days ago,Keerthana.C.M. malaichamy,UCO4HNUk-UpX9Dx_pVYwVCiA,50,https://yt3.ggpht.com/yBA8sVK7SzXU91ZTsL9mZs7AdIT5cfkGoRIikT-NSw0x1kGCo6LVa9YN1Td-Q1fhnhDGAeXo=s176-c-k-c0x00ffffff-no-rj,False
565,Ugz2n3U2J1P8nFEPBcR4AaABAg,Yaruuuuu....... Goosbumbs💪,3 days ago,salvin cs,UCy2kC5uQlOmkNtIsPGn-HSw,0,https://yt3.ggpht.com/ytc/AAUvwnjCVcRj5j5x6CVUsE_m837rxSXEwu4VQ-6CIhiY=s176-c-k-c0x00ffffff-no-rj,False
566,UgxATJm595Mgyvu_y-B4AaABAg,just LIT,3 days ago,Ram,UCFHKgxxiivv_AWPyq8u0nhw,0,https://yt3.ggpht.com/ytc/AAUvwnjSQV0K0WxH-7xxSsMyBAzqMbvwWPyJhZqzbx_E=s176-c-k-c0x00ffffff-no-rj,False
567,Ugy1Pk28WEaThcN3VhZ4AaABAg,The amount of goosebumps❤️💙,4 days ago,salvador SRG,UCV9Rg0mRpYY0MYJfvqw4tug,1,https://yt3.ggpht.com/ytc/AAUvwniF7OHPzpKhaxJ2_6Y5AS8IqYUWXPb8gVhzxMYV1A=s176-c-k-c0x00ffffff-no-rj,False
568,UgzsEsnM-aKqHR51gXB4AaABAg,Kollyowwod Industry is with loads of talents and creativity. So proud.,4 days ago,Harpy Raptor,UC_wA__v5swLf1OKEegZSzGg,6,https://yt3.ggpht.com/ytc/AAUvwnj0-y_ulroKJmOeD_CI3QnKdI8bugi_s6qqVJzr=s176-c-k-c0x00ffffff-no-rj,False
569,Ugz7mmBEPSTaBR1l7ZV4AaABAg,Thailavar  Prabhakaran,4 days ago (edited),vinod kumar.l Kumar,UChsjAMLc867oqKe-TgcNX3A,0,https://yt3.ggpht.com/ytc/AAUvwngMwLh9xlICTjNf1ztI9MHH9Dn_fsfLM2NRqieo=s176-c-k-c0x00ffffff-no-rj,False
570,UgwzI082Z8RRvDvZBsR4AaABAg,Vara level pattu,4 days ago,Vatambedu Monasri,UCfWQ2E4v_581W-oO65ih9AQ,0,https://yt3.ggpht.com/ytc/AAUvwnjWktDHEhSk_idN3NOIkS-FJGkKV5jc3ZGm6Q=s176-c-k-c0x00ffffff-no-rj,False
571,UgxbaW4dpJKmVIZjyR94AaABAg,Theri mass thanush super star,4 days ago,Ilaya Nila,UCrFhMTh5sihQHjCAjCkUbgg,0,https://yt3.ggpht.com/ytc/AAUvwniN0-L02_GFWfp6lz3i95tp5niyrFwBq3_jQMWj=s176-c-k-c0x00ffffff-no-rj,False
572,UgzztaKAa-vorngNOVp4AaABAg,விடியோ சாங் பாத்துட்டு யாரெல்லாம் இங்க வந்தவங்க ❤️👍,4 days ago (edited),Dhanush Crazy,UCh5uFPg5qiHOj28YG0lCw2A,39,https://yt3.ggpht.com/ytc/AAUvwnha0uBg3w-PUZ76hawA2j5Vky6fKSyPOh6s5HplFg=s176-c-k-c0x00ffffff-no-rj,False
573,Ugzwj5uQu90msF1erEB4AaABAg,Finally 50m views waiting for 100m and 1B views dhanush 🔥 🔥 🔥,4 days ago,Amuthan. K X-b,UCgMtKWwpEuMd_DcphUoqpkg,13,https://yt3.ggpht.com/ytc/AAUvwnhD_vhcckWJVq5jsN1eMREKWe-ajQ5sf9zG2dhZ6w=s176-c-k-c0x00ffffff-no-rj,False
574,UgxC0iTzoeOiZO28ptN4AaABAg,Intha song ga irandhu thada VA kku Mela kettavanga olunga like pannunga pappom,4 days ago,Sathees Kumar,UC6IaLvABgwgnkRQWGZu7IGQ,0,https://yt3.ggpht.com/ytc/AAUvwniYKVY9flqEIXyyckbNHE6gAugNxNgUlI4ewA=s176-c-k-c0x00ffffff-no-rj,False
575,Ugwc0DEknpwT0SwuGlV4AaABAg,Very nice songs,4 days ago,v.r. Jeeva,UC9rSnbbnk6z5w8so60wTAhQ,0,https://yt3.ggpht.com/ytc/AAUvwniMcr764bdJYYIjWrrlDb3UNuZEpoxAuc-eACzg=s176-c-k-c0x00ffffff-no-rj,False
576,UgwgWvDHnbg60ii3CE14AaABAg,Super  song 😍 you mohana 😍  puthisa  song  iyam  inthiya,4 days ago,Mohanasundari mohanasundari,UCezxC1qLpjZzjM19eguDlyA,0,https://yt3.ggpht.com/ytc/AAUvwngOhLz1vixKyigsrQMam1Fxxs-v2nps188ygA=s176-c-k-c0x00ffffff-no-rj,False
577,UgxbjkV77pNWEIuVQ6p4AaABAg,Super,4 days ago,Davi Mahesh,UC__hXxKybSYfXvvDlp8rhEw,0,https://yt3.ggpht.com/ytc/AAUvwniVOWHSvvMvX0leT28Us4jYi3Sv3IWYUoZkFw=s176-c-k-c0x00ffffff-no-rj,False
578,UgzHo7p1zn5odJhQL-N4AaABAg,இப்போ எடுக்குற படம் எல்லாமே  தனுஷ் சூப்ப்ர் டூப்பர் ஹிட் கொடுக்குராரு ...🔥,4 days ago,HONEST Vaji,UCC5yHTyvzQYca7JTe2AreyA,0,https://yt3.ggpht.com/ytc/AAUvwniXnfLgCwO0yHvAH4-VjZ02P9ii8AqP4U7jnTIg-w=s176-c-k-c0x00ffffff-no-rj,False
579,UgwwCMHM21mf_jtxrJx4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
580,UgwiAHMXqW-eYLvEF5p4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
581,Ugz6Y1V-P5i7N-qNKwd4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
582,UgynWoucHRQnAZjexuF4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
583,UgxluPsPZ6em5_O7Nwh4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
584,Ugzup5MtD2i9tP5qJrR4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
585,UgyJRj782FeZsqIybex4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
586,UgwGrY--UJ7js3S55Kt4AaABAg,42k Comment coming soon🔥🔥🔥,4 days ago,praveen tech,UCEnUboxijwWVKBQefsc4fDg,0,https://yt3.ggpht.com/ytc/AAUvwnja38C1AScmhP-BVgoytDCYxiTOjAjW60yRtw=s176-c-k-c0x00ffffff-no-rj,False
587,Ugz5aimyqN9I4sByNKF4AaABAg,Nice song,4 days ago,Kathiravan V,UC_UuPQOKuy0bSmjZbQ51LsA,0,https://yt3.ggpht.com/ytc/AAUvwnjSahQUE8goVdS7_mEJnw_no78pdZKhi_NfjrWq=s176-c-k-c0x00ffffff-no-rj,False
588,Ugz3nXafUtBFiR7rFr54AaABAg,He(Dhanush) will definitely win Oscar one day. I will take a screenshot of my own comment ❤️,4 days ago,Asif Ali,UCnJmgPWNXFnf1Dth5WIx1lA,75,https://yt3.ggpht.com/ytc/AAUvwngIzU_ujD6Kw1Q3Ql1SwUMHhBO_leFSBN90DLWRZA=s176-c-k-c0x00ffffff-no-rj,False
589,UgxX8fZIeWy81EqP48t4AaABAg,This song I like but I watch this movie today,4 days ago,Mohamed rahil Korea,UCC1udellP00KN-YZ7HaXGzQ,1,https://yt3.ggpht.com/x1bcN7wQ0okRNawueKDB05-_50uHmsAJXsuKl94JiXUgyZ5OGLQPosYC6xzDW_9bpd0RDN-D=s176-c-k-c0x00ffffff-no-rj,False
590,UgxWqnhAEAS4TgliAZJ4AaABAg,Making🔥,4 days ago,blood_believer,UC6yk6YtE9j5O2lFXXqB2CRg,1,https://yt3.ggpht.com/ytc/AAUvwngdsm8b9iP244kPdMU0fLWdaR1jr4hfWua8lPJVmQ=s176-c-k-c0x00ffffff-no-rj,False
591,Ugy_Jzs4R9wf60JNIx54AaABAg,"Thank you santhosh brother for an wonderful gift by traditional tamil music , voice an parai music no chance. God bless you with all health and wellness",4 days ago,alexsuman1978,UCpBRlG1yWarRpY_PeyFDLnA,2,https://yt3.ggpht.com/ytc/AAUvwnguxtulBVoyzbbEMpPdfvg7BkXMri0V1SRN=s176-c-k-c0x00ffffff-no-rj,False
592,Ugw1GWPqoCulhiKGwzx4AaABAg,Anyone knows whose pic he drawn??,4 days ago,Nijendran k,UCsIdhtXrcPYaMyrfkJ5ckkg,1,https://yt3.ggpht.com/ytc/AAUvwngSaeJsiuzHDHNBZ5z2x3gSjG3BO6PYGdscjruo8w=s176-c-k-c0x00ffffff-no-rj,False
593,UgwiBuaR4sQWqsdoFql4AaABAg,മലയാളികൾ കേറി പൊളിക്കേടാ മക്കളെ...,4 days ago,baiju babu,UCx3vLlMQPTMtJIxBWz6JNmA,2,https://yt3.ggpht.com/ytc/AAUvwngCZbiK-mng7zfBQsk7x5BBl6qfQ2j_R6vXMkhkaA=s176-c-k-c0x00ffffff-no-rj,False
594,UgwxVPWAzP-y9HH_UU14AaABAg,S,4 days ago,Sandy Liyan,UCz_XUElcbajgl1zUKlvCq5A,0,https://yt3.ggpht.com/ytc/AAUvwnjGS7SdsVPIFMfKB8W4VCg-4DtgCL8LtdnxZw=s176-c-k-c0x00ffffff-no-rj,False
595,UgxegJ2bpQHXIpHg7zR4AaABAg,Dhanush karnataka fans like 😍😍,4 days ago,Ramya Ramya,UChjEeP_Y2bg-QjWLt1D7O2g,8,https://yt3.ggpht.com/ytc/AAUvwniNBmwQ-OihUB1-He3k-EQlNe-Jv5EV76vePQ=s176-c-k-c0x00ffffff-no-rj,False
596,UgxbEDqQ8mF66urbhBR4AaABAg,Bgm..🙏🙏💥,4 days ago,sai ganesh sai ganesh,UCOeAkfW8BF2132uxOhEou5g,1,https://yt3.ggpht.com/ytc/AAUvwniX5S6E1JUDoF3PWT1b3Y2srGJ9mfykLRSmHA=s176-c-k-c0x00ffffff-no-rj,False
597,UgxzWL1hECt13ZHO5q54AaABAg,Yey 50M,4 days ago,Manju Nath,UCoqlWpjpyJVWvWPZWhE3UJg,7,https://yt3.ggpht.com/ytc/AAUvwngvi-GQ1o3hENhCj83G4NE-MEDcD5J7L8nEow=s176-c-k-c0x00ffffff-no-rj,False
598,Ugz-Xhs78GuLMuvuRCJ4AaABAg,50M Views Complete 👍👍,4 days ago,Rowdy Dhanush Official,UC1ybaDT4DjMkzZiHBYH9RJw,2,https://yt3.ggpht.com/mSVU0fLFCQBKQei8fL8P2FNZ2E0fSQBJDD-UndW8sTW02kDxxffz8_1QgNKxvtWcRlovQ1wmn6U=s176-c-k-c0x00ffffff-no-rj,False
599,Ugz4ObH1ZM252xHRU8J4AaABAg,50M Views Complete ❤️❤️,4 days ago,Rowdy Dhanush Official,UC1ybaDT4DjMkzZiHBYH9RJw,1,https://yt3.ggpht.com/mSVU0fLFCQBKQei8fL8P2FNZ2E0fSQBJDD-UndW8sTW02kDxxffz8_1QgNKxvtWcRlovQ1wmn6U=s176-c-k-c0x00ffffff-no-rj,False
600,UgyLKdgfcsUHquki_ph4AaABAg,Dhanush Sir Legend Actor ❤️❤️,4 days ago,Rowdy Dhanush Official,UC1ybaDT4DjMkzZiHBYH9RJw,3,https://yt3.ggpht.com/mSVU0fLFCQBKQei8fL8P2FNZ2E0fSQBJDD-UndW8sTW02kDxxffz8_1QgNKxvtWcRlovQ1wmn6U=s176-c-k-c0x00ffffff-no-rj,False
601,UgzDlKUH13wJ7I_ngl54AaABAg,It gave me goosebumps 💥👌❤️,4 days ago,Be One,UChkFHkamIT7_5y7mAGe2PjQ,0,https://yt3.ggpht.com/ytc/AAUvwnhmWoY3dQgdBRaZX9CO0IKcFOQWYfsdGktI3yNR=s176-c-k-c0x00ffffff-no-rj,False
602,Ugw6JJswxiIpS4xYFiZ4AaABAg,😒😒👩‍🎤,4 days ago,Sreenandan S M,UCDl9Mbe5mbPnepkyUxyJrPQ,0,https://yt3.ggpht.com/ytc/AAUvwnjy_zz-Ii1XQjZbpLq2lVNlVN44SOV01LdwmKwo=s176-c-k-c0x00ffffff-no-rj,False
603,Ugxm9WtgdApNauUJ0v54AaABAg,"This song is for Indian army ...just add it for a group of people...kanda varasolunga avangala(army)kaioda kuti varunga ,avangala kanda vara solunga,bharat nata kapatha kaioda kuti varunga ,orellam kovilapa,kovilam swami apa,vanthu ninaga paru ,enga elai kakum swami apaaa ...kanda vara solunga avangala kaioda kuti varanga ...",4 days ago,Sivakumar Bala,UC_F817Y94YVvaGzY_Q30a_g,0,https://yt3.ggpht.com/ytc/AAUvwnjPbCJqQqD8wlI0jAt035LsOa85C90zHqtn2w=s176-c-k-c0x00ffffff-no-rj,False
604,Ugxf1g5PF5uCc_VnkUx4AaABAg,Nice singing,4 days ago,veraa verra,UCds_q9nSJk3OpOD4vAiKJQQ,0,https://yt3.ggpht.com/ytc/AAUvwngpGyaXSOZtbymWikWA5uGtVEPIyzTHfbqCsNcr=s176-c-k-c0x00ffffff-no-rj,False
605,UgxWIZ2o-Ah_yUmoMdZ4AaABAg,"Theatre 🎭 la lockdown aparam Kandipa release panugae ,,,, Pakuravangae oru 👍Likes podugae 👈👈👈👈👈👈 paaaaaaaa",4 days ago,tyrionthethugpug,UChX8kNaeBhkCQpYMheaT4Dg,3,https://yt3.ggpht.com/ytc/AAUvwnhj1LRjkjLVh_Nu8maJGgJvb8B9kq8SVrG6N218=s176-c-k-c0x00ffffff-no-rj,False
606,Ugy46-0-0jPhVbVTnAd4AaABAg,Music -BGM-Emotions-Real Assets Of Karnan Movie,4 days ago (edited),Ramesh M,UCldDaO9Zif6SRCRvtRW0wHw,6,https://yt3.ggpht.com/ytc/AAUvwni4EZJtCmzrSNumerUyOp-H83sjfmiSPV_bmk1Ayw=s176-c-k-c0x00ffffff-no-rj,False
607,Ugz3nXafUtBFiR7rFr54AaABAg.9N2VPl6mc0U9NCEjfuzIEH,He is gem 💎,1 day ago,Dev Mankar,UCIKV98qdGsUlSPbBMT0ug6g,0,https://yt3.ggpht.com/ytc/AAUvwnhg0KRLgdp96cKsEXOYjmir6iPlLlupTRZN0GSJhQs=s176-c-k-c0x00ffffff-no-rj,False
608,Ugz3nXafUtBFiR7rFr54AaABAg.9N2VPl6mc0U9N9pZe69xnD,Dhanush😍😍,2 days ago,Basheer khan,UCExXI-Mu9sAY1XLYAHz4Czg,0,https://yt3.ggpht.com/ytc/AAUvwniHqN83NUilh3Ul-VrlXJspgKzBKtDxAEcxYdLchA=s176-c-k-c0x00ffffff-no-rj,False
609,Ugz3nXafUtBFiR7rFr54AaABAg.9N2VPl6mc0U9N9pUOTBrR3,Really he iz living star legend awesome movie deserve to be Oscar Award.....,2 days ago,Basheer khan,UCExXI-Mu9sAY1XLYAHz4Czg,1,https://yt3.ggpht.com/ytc/AAUvwniHqN83NUilh3Ul-VrlXJspgKzBKtDxAEcxYdLchA=s176-c-k-c0x00ffffff-no-rj,False
610,Ugz3nXafUtBFiR7rFr54AaABAg.9N2VPl6mc0U9N5zAL2Khbo,Bro enayum serthukonga,3 days ago,VILLAGE MEDIA,UCP0HCeT3Ttu28F-eW0ZwIVg,1,https://yt3.ggpht.com/ytc/AAUvwnjal4AQCTnrhC7FU1vnBPEjcHoc-hT6YWZvZqbl=s176-c-k-c0x00ffffff-no-rj,False
611,Ugz3nXafUtBFiR7rFr54AaABAg.9N2VPl6mc0U9N5diLyvehZ,S,3 days ago,ramesh kumar,UC4FdAjT7qBemdvlnvfnt_jw,0,https://yt3.ggpht.com/ytc/AAUvwngl4L8nsy8zAbqjgrfFPIFkdcCwu--wRQQYGA=s176-c-k-c0x00ffffff-no-rj,False
612,Ugz3nXafUtBFiR7rFr54AaABAg.9N2VPl6mc0U9N4eSRi86yM,"visaranai , andha padamae select aagaala . adhula irundhe terlaya ,  thala . nalla padathala anupamatanga !",4 days ago,Steve Austin,UCYGhzCtW1BeX1OcBdgstpXw,2,https://yt3.ggpht.com/ytc/AAUvwng53znf8kqJU9ydfymVEqk6YJUViEkF06d__g=s176-c-k-c0x00ffffff-no-rj,False
